(venv) shiywang@shiywang-Precision-3630-Tower:~/grandma_su/Test/Server_Test$ python test1.py -n 200
Number of cpu : 8
[D] Main: Test 1
[I] SP: No saved data, Creating new data
app_main.js:93 New device ping received. {device_id: '2EDE539FE18F', battery: 60, time: 1639096847, name: 'Sandra Ruse', room_no: 35, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '2EDE539FE18F', sequence_id: 1, time: 1639096827993, value: 94, battery: 60, …} 20742
app_main.js:93 New device ping received. {device_id: 'FADE56D35E9A', battery: 60, time: 1639096847, name: 'Mary Cunningham', room_no: 152, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'FADE56D35E9A', sequence_id: 1, time: 1639096827993, value: 70, battery: 60, …} 20939
app_main.js:93 New device ping received. {device_id: '69034C06E221', battery: 60, time: 1639096847, name: 'Sharon Tapia', room_no: 75, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '69034C06E221', sequence_id: 1, time: 1639096827993, value: 108, battery: 60, …} 21139
app_main.js:93 New device ping received. {device_id: 'D15E51FD4257', battery: 60, time: 1639096847, name: 'Joseph Wilks', room_no: 19, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'D15E51FD4257', sequence_id: 1, time: 1639096827993, value: 115, battery: 60, …} 21453
app_main.js:93 New device ping received. {device_id: '8A6CE3B46EC8', battery: 60, time: 1639096847, name: 'Isela Thompson', room_no: 79, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '8A6CE3B46EC8', sequence_id: 1, time: 1639096827993, value: 66, battery: 60, …} 21657
app_main.js:93 New device ping received. {device_id: 'CC239EB2405C', battery: 60, time: 1639096848, name: 'Steven Disalvo', room_no: 112, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'CC239EB2405C', sequence_id: 1, time: 1639096827993, value: 107, battery: 60, …} 21859
app_main.js:93 New device ping received. {device_id: '74A21B3CCAEC', battery: 60, time: 1639096848, name: 'Diego Williamson', room_no: 122, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '74A21B3CCAEC', sequence_id: 1, time: 1639096827993, value: 62, battery: 60, …} 22077
app_main.js:93 New device ping received. {device_id: 'AE23E7DA5152', battery: 60, time: 1639096848, name: 'Angelo Magrath', room_no: 122, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'AE23E7DA5152', sequence_id: 1, time: 1639096827993, value: 69, battery: 60, …} 22291
app_main.js:93 New device ping received. {device_id: '92AB757CBD43', battery: 60, time: 1639096848, name: 'Geoffrey Dail', room_no: 103, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '92AB757CBD43', sequence_id: 1, time: 1639096827993, value: 82, battery: 60, …} 22522
app_main.js:93 New device ping received. {device_id: 'D8DAA5FF39CF', battery: 60, time: 1639096848, name: 'Danielle Hardin', room_no: 52, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'D8DAA5FF39CF', sequence_id: 1, time: 1639096827993, value: 68, battery: 60, …} 22743
app_main.js:93 New device ping received. {device_id: 'EB90B8FB01F0', battery: 60, time: 1639096848, name: 'Chris Levy', room_no: 113, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'EB90B8FB01F0', sequence_id: 1, time: 1639096827993, value: 75, battery: 60, …} 22953
app_main.js:93 New device ping received. {device_id: '69CA92F8AA1E', battery: 60, time: 1639096849, name: 'Joe Poole', room_no: 23, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '69CA92F8AA1E', sequence_id: 1, time: 1639096827993, value: 95, battery: 60, …} 23170
app_main.js:93 New device ping received. {device_id: '7AAFAB814C52', battery: 60, time: 1639096849, name: 'Juanita Brown', room_no: 50, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '7AAFAB814C52', sequence_id: 1, time: 1639096827993, value: 66, battery: 60, …} 23501
app_main.js:93 New device ping received. {device_id: '27CC183A8C68', battery: 60, time: 1639096849, name: 'Joann Burton', room_no: 165, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '27CC183A8C68', sequence_id: 1, time: 1639096827993, value: 94, battery: 60, …} 23743
app_main.js:93 New device ping received. {device_id: '89FA9C774EC0', battery: 60, time: 1639096849, name: 'Charles Curtin', room_no: 18, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '89FA9C774EC0', sequence_id: 1, time: 1639096827993, value: 82, battery: 60, …} 23971
app_main.js:93 New device ping received. {device_id: 'E13F70131555', battery: 60, time: 1639096849, name: 'Chris Roule', room_no: 146, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'E13F70131555', sequence_id: 1, time: 1639096827993, value: 78, battery: 60, …} 24187
app_main.js:93 New device ping received. {device_id: 'FBD2A22AE9AD', battery: 60, time: 1639096849, name: 'Janice Eck', room_no: 158, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'FBD2A22AE9AD', sequence_id: 1, time: 1639096827993, value: 95, battery: 60, …} 24409
app_main.js:93 New device ping received. {device_id: '081A93ECCE7D', battery: 60, time: 1639096850, name: 'Teresa Fetty', room_no: 99, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '081A93ECCE7D', sequence_id: 1, time: 1639096827993, value: 111, battery: 60, …} 24632
app_main.js:93 New device ping received. {device_id: 'BF52DB70A73E', battery: 60, time: 1639096850, name: 'Brady Gonzales', room_no: 82, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'BF52DB70A73E', sequence_id: 1, time: 1639096827993, value: 102, battery: 60, …} 24859
app_main.js:93 New device ping received. {device_id: '979C8274F985', battery: 60, time: 1639096850, name: 'Noah Facundo', room_no: 152, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '979C8274F985', sequence_id: 1, time: 1639096827993, value: 87, battery: 60, …} 25083
app_main.js:93 New device ping received. {device_id: '6933398D0041', battery: 60, time: 1639096850, name: 'Craig Enciso', room_no: 154, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '6933398D0041', sequence_id: 1, time: 1639096827993, value: 78, battery: 60, …} 25321
app_main.js:93 New device ping received. {device_id: '41AAC05B805A', battery: 60, time: 1639096850, name: 'Eugene Prat', room_no: 103, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '41AAC05B805A', sequence_id: 1, time: 1639096827993, value: 61, battery: 60, …} 25554
app_main.js:93 New device ping received. {device_id: 'CD1C200B6A99', battery: 60, time: 1639096850, name: 'Arnold Mancuso', room_no: 39, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'CD1C200B6A99', sequence_id: 1, time: 1639096827993, value: 67, battery: 60, …} 25787
app_main.js:93 New device ping received. {device_id: '032EAEA6751E', battery: 60, time: 1639096851, name: 'Bethany Oliver', room_no: 66, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '032EAEA6751E', sequence_id: 1, time: 1639096827993, value: 79, battery: 60, …} 26020
app_main.js:93 New device ping received. {device_id: '601F65468D8E', battery: 60, time: 1639096851, name: 'David Whitten', room_no: 15, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '601F65468D8E', sequence_id: 1, time: 1639096827993, value: 60, battery: 60, …} 26254
app_main.js:93 New device ping received. {device_id: '0685BA63D817', battery: 60, time: 1639096851, name: 'Michael Fasano', room_no: 8, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '0685BA63D817', sequence_id: 1, time: 1639096827993, value: 105, battery: 60, …} 26608
app_main.js:93 New device ping received. {device_id: 'B496D8E28693', battery: 60, time: 1639096851, name: 'Richard Trent', room_no: 56, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'B496D8E28693', sequence_id: 1, time: 1639096827993, value: 104, battery: 60, …} 26872
app_main.js:93 New device ping received. {device_id: 'F20284B683AF', battery: 60, time: 1639096851, name: 'Anna Gundlach', room_no: 173, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'F20284B683AF', sequence_id: 1, time: 1639096827993, value: 109, battery: 60, …} 27131
app_main.js:93 New device ping received. {device_id: '1E5E14B6E52A', battery: 60, time: 1639096851, name: 'Mike Nash', room_no: 8, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '1E5E14B6E52A', sequence_id: 1, time: 1639096827994, value: 87, battery: 60, …} 27382
app_main.js:93 New device ping received. {device_id: 'B61F0427BD74', battery: 60, time: 1639096851, name: 'Deborah Taylor', room_no: 37, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'B61F0427BD74', sequence_id: 1, time: 1639096827994, value: 101, battery: 60, …} 27626
app_main.js:93 New device ping received. {device_id: 'C35DDD945AAD', battery: 60, time: 1639096852, name: 'Rebecca Hutchison', room_no: 48, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'C35DDD945AAD', sequence_id: 1, time: 1639096827996, value: 96, battery: 60, …} 27867
app_main.js:93 New device ping received. {device_id: '202BB6264C83', battery: 60, time: 1639096852, name: 'Ana Beavers', room_no: 86, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '202BB6264C83', sequence_id: 1, time: 1639096827996, value: 111, battery: 60, …} 28117
app_main.js:93 New device ping received. {device_id: '6820514EC73B', battery: 60, time: 1639096852, name: 'Austin Wilson', room_no: 189, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '6820514EC73B', sequence_id: 1, time: 1639096827996, value: 60, battery: 60, …} 28362
app_main.js:93 New device ping received. {device_id: '2070667E01FB', battery: 60, time: 1639096852, name: 'David Burdick', room_no: 167, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '2070667E01FB', sequence_id: 1, time: 1639096827996, value: 73, battery: 60, …} 28616
app_main.js:93 New device ping received. {device_id: 'DC1A004BB449', battery: 60, time: 1639096852, name: 'Doyle Phelps', room_no: 187, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'DC1A004BB449', sequence_id: 1, time: 1639096827996, value: 89, battery: 60, …} 28867
app_main.js:93 New device ping received. {device_id: '30138AD00E0E', battery: 60, time: 1639096852, name: 'Ruth Backman', room_no: 168, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '30138AD00E0E', sequence_id: 1, time: 1639096827996, value: 111, battery: 60, …} 29126
app_main.js:93 New device ping received. {device_id: 'B9F7F1E333EE', battery: 60, time: 1639096852, name: 'Vernell Guitterez', room_no: 126, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'B9F7F1E333EE', sequence_id: 1, time: 1639096827996, value: 69, battery: 60, …} 29377
app_main.js:93 New device ping received. {device_id: '56BA132A67C3', battery: 60, time: 1639096853, name: 'Eva Battle', room_no: 73, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '56BA132A67C3', sequence_id: 1, time: 1639096827996, value: 87, battery: 60, …} 29631
app_main.js:93 New device ping received. {device_id: '15B0A9411749', battery: 60, time: 1639096853, name: 'Martha Nelson', room_no: 84, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '15B0A9411749', sequence_id: 1, time: 1639096827996, value: 94, battery: 60, …} 29911
app_main.js:93 New device ping received. {device_id: '7E5A727EAD03', battery: 60, time: 1639096853, name: 'Matthew Scott', room_no: 103, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '7E5A727EAD03', sequence_id: 1, time: 1639096827996, value: 79, battery: 60, …} 30168
app_main.js:93 New device ping received. {device_id: '69CA51ABF47E', battery: 60, time: 1639096853, name: 'Cynthia Burlingham', room_no: 12, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '69CA51ABF47E', sequence_id: 1, time: 1639096827996, value: 71, battery: 60, …} 30443
app_main.js:93 New device ping received. {device_id: '01541E1099E6', battery: 60, time: 1639096853, name: 'Herman Nasworthy', room_no: 52, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '01541E1099E6', sequence_id: 1, time: 1639096827996, value: 104, battery: 60, …} 30704
app_main.js:93 New device ping received. {device_id: '8699A1504FCC', battery: 60, time: 1639096853, name: 'Penny Williams', room_no: 130, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '8699A1504FCC', sequence_id: 1, time: 1639096827996, value: 82, battery: 60, …} 30965
app_main.js:93 New device ping received. {device_id: '86925D4F06CA', battery: 60, time: 1639096854, name: 'Kenneth Carol', room_no: 1, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '86925D4F06CA', sequence_id: 1, time: 1639096827996, value: 77, battery: 60, …} 31239
app_main.js:93 New device ping received. {device_id: '6C9B26A26B26', battery: 60, time: 1639096854, name: 'Robert Aragon', room_no: 6, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '6C9B26A26B26', sequence_id: 1, time: 1639096827996, value: 78, battery: 60, …} 31514
app_main.js:93 New device ping received. {device_id: 'DEBB76BB34CE', battery: 60, time: 1639096854, name: 'Walter Snow', room_no: 196, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'DEBB76BB34CE', sequence_id: 1, time: 1639096827996, value: 90, battery: 60, …} 31790
app_main.js:93 New device ping received. {device_id: '64EED02EE5B9', battery: 60, time: 1639096854, name: 'Cheree Laborde', room_no: 115, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '64EED02EE5B9', sequence_id: 1, time: 1639096827996, value: 75, battery: 60, …} 32073
app_main.js:93 New device ping received. {device_id: 'B894426803CD', battery: 60, time: 1639096854, name: 'Margaret Anderson', room_no: 124, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'B894426803CD', sequence_id: 1, time: 1639096827996, value: 64, battery: 60, …} 32341
app_main.js:93 New device ping received. {device_id: '246026644332', battery: 60, time: 1639096855, name: 'Alvin Enstad', room_no: 69, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '246026644332', sequence_id: 1, time: 1639096827996, value: 90, battery: 60, …} 32774
app_main.js:93 New device ping received. {device_id: '66BA9294BE5D', battery: 60, time: 1639096855, name: 'Willie Wilson', room_no: 179, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '66BA9294BE5D', sequence_id: 1, time: 1639096827996, value: 97, battery: 60, …} 33069
app_main.js:93 New device ping received. {device_id: '289CFA0D38E5', battery: 60, time: 1639096855, name: 'Betty Zickefoose', room_no: 92, …}
app_main.js:103 Data received
app_main.js:106 {device_id: '289CFA0D38E5', sequence_id: 1, time: 1639096827996, value: 73, battery: 60, …} 33365
app_main.js:93 New device ping received. {device_id: 'D3F8F198D0E1', battery: 60, time: 1639096855, name: 'Wendell Stokes', room_no: 137, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'D3F8F198D0E1', sequence_id: 1, time: 1639096827996, value: 112, battery: 60, …} 33644
app_main.js:93 New device ping received. {device_id: 'A0373ABC3D41', battery: 60, time: 1639096855, name: 'Andrew Alexander', room_no: 136, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'A0373ABC3D41', sequence_id: 1, time: 1639096827996, value: 88, battery: 60, …} 33924
app_main.js:93 New device ping received. {device_id: 'A602B48C8A57', battery: 60, time: 1639096855, name: 'Lillie Steele', room_no: 131, …}
app_main.js:103 Data received
app_main.js:106 {device_id: 'A602B48C8A57', sequence_id: 1, time: 1639096827997, value: 62, battery: 60, …} 34203
